ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
1072,50000,2,2,1,55,0,0,0,-1,-1,-1,12635,9097,9980,11236,11447,10777,575,2716,721,2005,1671,2640,0
1073,300000,2,3,2,59,0,0,0,0,0,0,214744,196867,156544,180646,151503,170274,38262,53573,4978,13509,46900,54809,0
1074,120000,2,3,2,62,0,0,1,0,0,0,116415,106339,98517,83215,92893,102979,32592,25666,11898,14119,31053,11423,0
1075,120000,2,2,1,66,2,0,1,0,1,1,63190,79742,68606,74145,70954,85227,8741,2853,9021,21588,5402,22102,1
1076,50000,1,3,1,59,0,0,-1,1,0,0,22181,27347,28871,26551,25534,26075,642,8090,8304,9194,6275,1181,1
1077,200000,2,2,1,57,-1,0,0,0,0,-1,167624,195540,162847,181949,173305,162056,20126,34315,26667,61300,12314,9938,1
1078,50000,2,3,1,59,3,2,3,3,2,3,2957,2819,2290,2260,2960,2535,724,147,602,762,93,239,1
1079,80000,2,2,2,67,-1,-1,-1,-1,-1,-1,42277,61057,58588,57820,54895,45429,2045,7280,15396,1519,3806,2447,1
1080,300000,2,1,2,42,1,2,2,3,2,1,124778,148006,131931,155979,123619,134930,17976,27477,36989,29667,28362,45696,1
1081,500000,2,4,2,56,1,1,1,1,1,1,118776,125255,106831,101656,125916,96880,7593,3071,34517,8746,32703,16843,0
1082,500000,2,2,1,59,1,1,1,1,1,1,436577,418967,397866,519497,500020,559358,77298,43278,73425,115870,93664,178554,0
1083,500000,2,1,2,26,1,0,1,1,1,1,236200,244975,224672,242323,239519,184881,15754,32056,12200,80481,80011,32777,1
1084,120000,1,1,2,53,-1,0,-1,-1,-1,0,39215,40553,48941,44929,37181,38237,2195,7017,1603,13896,10119,9593,0
1085,50000,1,2,1,36,1,0,1,0,0,0,11727,9986,10940,12118,9927,8539,2934,206,893,3707,727,1077,0
1086,300000,1,2,2,27,1,1,2,1,1,1,282948,296742,335897,302659,288536,286933,20412,61305,98632,42580,25569,95755,1
1087,300000,1,2,1,29,0,1,1,1,1,1,270581,242745,224385,236418,244878,287136,19233,20686,47016,43828,53066,9049,0
1088,500000,2,3,1,26,0,1,0,-1,0,-1,56530,46848,66030,54918,59949,64661,12183,10170,4373,6208,7792,16174,0
1089,200000,2,2,1,63,-1,-1,-1,0,-1,-1,108077,103508,104072,117086,120346,114564,3716,10238,6636,23741,2442,38221,0
1090,20000,2,2,1,57,0,0,0,1,0,0,3621,4163,3366,3346,3543,3319,111,636,1057,401,99,929,1
1091,120000,1,2,2,25,0,0,0,0,1,0,100090,93277,88356,98014,89199,95858,16252,21061,16929,28118,13796,28096,0
1092,120000,2,3,1,50,-1,-1,0,0,1,1,62344,71995,49056,64042,66162,65764,8758,17038,3763,11095,12755,7807,0
1093,300000,1,1,1,52,2,0,2,1,1,0,37000,50779,43963,42666,48152,48269,7389,1528,13889,10714,11344,8162,0
1094,80000,2,1,1,45,1,1,1,1,2,0,50345,44577,40745,44938,51229,45342,17512,8762,10505,13840,13925,2944,0
1095,80000,1,2,1,49,-1,1,0,0,-1,1,64270,82050,80955,69843,83972,75544,10505,23752,14382,8305,28524,10894,0
1096,20000,2,2,1,63,0,0,0,0,0,0,7401,7670,8210,7287,8155,6138,1554,675,1424,1641,2420,139,0
1097,300000,1,3,1,45,0,-1,0,-1,0,0,27445,25419,29081,28107,24238,25015,8874,4970,7036,8407,3331,6929,0
1098,300000,2,2,2,52,0,1,0,-1,0,-1,284507,340413,277092,266707,325709,334905,51054,57091,36476,89011,63985,112023,1
1099,20000,1,3,1,47,0,-1,0,0,0,0,2928,4222,3331,4063,3362,2943,813,1268,1165,299,306,739,0
1100,120000,2,2,2,39,-1,-1,-1,-1,-1,0,54645,50792,67993,70419,64109,55347,10986,8370,18963,17243,21777,15906,0
1101,120000,1,1,1,62,0,1,1,-1,0,0,55911,77414,68353,68781,81546,60707,12875,25660,15824,11254,16039,11500,1
1102,120000,2,1,2,40,-1,0,-1,-1,1,0,31523,27120,32587,35392,29952,27806,10330,6381,8044,4042,3066,2314,0
1103,500000,2,1,2,58,0,1,0,0,0,0,112463,125655,90672,125728,97398,125463,2275,25791,31618,9058,25219,32353,0
1104,50000,2,2,1,49,0,-1,0,-1,0,-1,8102,8011,6772,6691,6661,6490,2570,931,159,1426,1205,770,0
1105,80000,2,2,1,53,0,0,0,0,1,0,7338,7701,8390,7783,10607,8848,1351,1669,230,1013,3700,1518,0
1106,50000,2,2,3,56,-1,-1,-1,-1,0,-1,22579,30021,28760,22086,25862,30259,4972,1900,8025,5309,1154,9598,0
1107,50000,1,2,2,55,0,0,0,1,0,-1,45468,42979,48608,41720,47559,34233,7662,6763,4330,4703,6216,4897,0
1108,500000,1,2,2,47,0,1,0,0,0,0,83911,68276,99216,77280,67934,69899,8903,7773,24417,1560,22473,8072,0
1109,500000,1,2,1,49,0,1,-1,0,0,1,406932,401907,348625,367741,313150,336340,17002,96936,64879,100461,53923,10244,1
1110,20000,1,2,1,44,-1,-1,-1,-1,0,0,7777,9834,8652,8645,7277,7574,2581,2676,1082,633,894,1904,0
1111,200000,2,2,2,36,1,2,1,2,1,3,13172,15419,17183,13606,17491,13559,2975,5033,1655,1405,3841,1234,1
1112,50000,2,2,2,55,0,0,0,-1,0,0,26436,30567,25980,26763,23577,29001,8148,2851,7178,2613,5641,6699,0
1113,50000,2,2,1,62,0,0,0,-1,0,0,15100,11682,14547,11617,16738,12429,1751,3644,1111,1544,847,1752,0
1114,80000,2,2,2,54,-1,1,0,-1,0,1,49823,46459,53652,50853,53386,52887,5567,13898,3883,9161,5637,14804,0
1115,50000,2,2,2,57,0,0,2,0,1,0,15948,20315,16994,17258,22110,22156,2086,6187,2818,4972,2696,6949,1
1116,120000,2,2,1,60,2,2,1,3,1,2,68124,73364,74975,69475,79227,73326,6556,19394,4450,16296,8011,7169,1
1117,500000,2,2,1,38,0,1,0,0,0,0,496877,454702,437219,383344,468665,410515,91589,49266,101303,26136,68588,115544,1
1118,200000,1,2,1,23,0,0,-1,1,0,1,51291,65470,57559,60613,45275,44914,16872,20275,19993,4886,5906,3163,0
1119,300000,2,1,2,36,-1,0,0,0,0,1,303791,321688,258376,255750,280623,229272,93902,70080,68937,76604,73346,15247,0
1120,120000,2,2,2,56,0,0,0,0,-1,0,26481,29516,25480,30680,29894,27654,4856,7804,5581,3143,6506,4462,0
1121,20000,1,3,1,59,1,-1,0,0,0,0,2070,2304,1922,2518,1878,2226,279,202,288,232,303,282,1
1122,20000,2,1,1,45,-1,-1,-1,-1,-1,0,4052,5294,5151,4584,5466,4002,898,380,1782,97,470,1383,0
1123,50000,2,3,2,57,2,1,2,2,3,1,49416,47418,47797,35327,33197,38473,10972,5280,14835,9730,5272,10976,1
1124,50000,2,1,2,24,2,1,2,3,2,2,28059,29064,40427,36389,31558,29788,6892,5485,11755,9595,2510,9346,0
1125,300000,2,2,2,51,0,-1,1,1,1,0,249699,289412,331207,243168,307025,314728,49127,45578,31763,32757,102610,20419,1
1126,300000,2,2,2,52,2,3,3,3,3,3,247423,191119,186446,245753,217881,208748,7133,59803,11332,5508,16852,53357,0
1127,300000,1,1,1,44,0,-1,0,0,0,1,113127,110220,110989,146110,118473,144670,5101,2677,8737,40799,35940,31742,0
1128,200000,1,3,2,54,1,1,1,0,0,0,164705,165550,180482,173471,215694,184176,56221,7684,19016,9157,48130,9715,1
1129,120000,2,2,1,44,1,0,1,1,1,1,104915,121043,116907,105207,101488,110224,27934,15419,5490,18090,29184,31073,0
1130,200000,2,4,1,45,1,0,0,-1,0,0,173840,180117,176150,174650,165549,169288,57875,13572,55166,51914,51854,51082,0
1131,80000,2,2,1,49,0,1,0,0,0,-1,44714,54010,41222,47607,39238,37221,5904,8329,3343,4789,11195,11972,1
1132,200000,2,3,2,58,0,-1,0,0,-1,1,190557,162541,196619,143901,137934,180480,37450,41741,18635,20907,29582,59583,0
1133,300000,1,4,2,32,-1,-1,-1,-1,0,-1,71239,62810,59895,71544,64509,61480,8993,21847,18752,17033,6973,3416,0
1134,300000,2,2,1,35,0,1,-1,0,0,0,276498,235222,281600,254964,306386,274584,88465,20390,94670,61737,72859,85427,1
1135,200000,1,1,2,40,-1,0,0,-1,-1,0,180973,176610,230471,232856,203684,203048,20803,19033,21477,40212,4399,67405,0
1136,20000,1,2,2,30,0,0,0,1,0,0,15278,11503,13807,15481,12549,13998,3803,3148,1616,2525,1814,3470,0
1137,300000,1,2,1,36,-1,-1,-1,-1,-1,0,79890,82953,76755,63438,56216,75329,6212,9106,21801,10050,17040,6076,0
1138,80000,1,4,2,37,0,0,0,0,0,0,16588,12443,16078,13190,17198,12344,907,3138,5469,2379,3638,1879,1
1139,300000,2,2,1,35,0,0,1,0,0,-1,238126,319942,323816,278304,256716,288876,16992,68004,75900,37402,27213,14367,0
1140,120000,2,2,3,40,-1,-1,0,0,0,0,114276,98172,119066,118788,109049,88235,22251,29659,19771,12427,34287,1888,0
1141,500000,1,1,1,44,0,-1,0,0,0,0,413352,387855,365737,325714,308114,341536,123467,12023,88731,40485,7714,110528,0
1142,80000,2,2,1,53,1,1,-1,-1,0,0,90154,87999,72402,70947,64243,67063,31532,30211,20091,12604,20003,22859,0
1143,500000,2,4,2,35,0,1,1,1,1,1,239148,310221,296204,280948,229289,274567,53924,104917,16935,41048,62050,88785,1
1144,300000,1,1,1,60,-1,-1,-1,-1,-1,0,300325,241462,278053,219179,227675,280897,58890,6613,45502,46734,15551,29159,0
1145,80000,1,3,2,43,1,1,1,1,0,1,17250,18675,16728,13188,16234,18159,4824,3451,5067,3010,661,4085,1
1146,120000,1,4,2,54,1,2,1,0,2,1,30358,23749,25435,29129,25278,26594,1245,3621,6429,10158,8440,4917,0
1147,120000,2,1,1,26,0,-1,0,1,0,-1,69407,72280,56736,65001,72189,70731,19926,7508,4013,14495,3040,12992,1
1148,300000,1,1,2,29,1,0,1,0,2,1,124523,87975,107256,111651,92382,126122,33654,30147,28875,29300,31533,20349,0
1149,200000,1,2,2,42,1,1,1,1,2,1,86841,93306,109294,82767,89472,78522,16912,7242,26258,4332,14208,25958,1
1150,300000,1,2,2,38,0,0,1,0,0,-1,210242,265607,223226,246701,236613,265136,5799,28412,23959,66843,32334,74501,1
1151,80000,2,1,2,44,0,0,0,0,0,0,7196,8644,6918,7749,6792,7088,624,196,923,1456,1592,2122,1
1152,120000,1,3,1,28,2,2,1,1,0,0,99661,100584,75436,85454,74203,80650,14152,21270,9335,26145,13630,2534,1
1153,120000,2,2,1,43,4,2,3,3,3,3,13165,14198,15324,18308,12418,18299,4352,4317,5329,6232,1846,2853,0
1154,500000,1,3,2,53,-1,0,0,0,0,0,453446,490439,393384,352256,347024,379276,104610,110462,31717,33823,80250,82429,0
1155,80000,2,3,2,55,1,1,1,2,0,1,22760,17702,20471,18398,18273,22204,4286,4160,6012,6006,2476,5270,1
1156,200000,2,3,2,32,1,1,1,1,0,2,173962,134227,128300,171707,123442,169677,31518,5622,25032,41491,3868,53500,0
1157,20000,2,2,2,37,1,1,1,1,2,1,13108,9822,11028,10827,11751,14126,3636,2513,3424,2857,3432,1061,1
1158,300000,1,2,1,45,2,2,2,2,2,3,139043,111314,102658,146131,121357,128754,17630,17250,35315,25701,23037,6400,1
1159,80000,2,2,2,45,-1,-1,-1,0,-1,0,20403,20421,19680,23382,23573,24916,1044,3600,6635,3205,5813,7842,0
1160,80000,2,1,1,58,-1,-1,0,-1,-1,0,7920,8478,8920,6835,6946,7615,1927,1806,2692,1941,1457,1425,1
1161,200000,1,2,1,39,0,-1,0,-1,0,0,77755,65867,89240,64279,76736,73732,9997,22517,13964,1751,17087,14594,0
1162,120000,1,1,2,52,0,0,0,0,0,0,31623,29381,31410,26445,27187,32396,4030,7841,3440,5246,2508,10162,0
1163,300000,2,2,1,62,1,0,0,1,0,0,47815,44545,60019,61162,62624,50018,8131,10944,7528,2713,20568,13376,0
1164,120000,2,1,3,35,2,1,1,0,1,0,76293,97950,75573,106449,74080,90064,7637,15919,17800,11073,12426,23520,1
1165,120000,1,2,1,59,1,1,2,2,1,1,32156,27239,34540,30549,24478,35711,10423,854,4587,7921,7921,2906,0
1166,20000,1,1,2,36,0,1,0,0,0,-1,5155,4775,5100,4381,5842,4869,1543,944,833,1178,1672,1095,0
1167,20000,2,2,2,36,0,1,0,0,-1,0,8446,7846,8227,7300,6733,8387,2931,1868,381,2287,1734,1413,0
1168,80000,2,3,2,51,-1,0,0,-1,0,-1,38834,45993,40935,37837,34175,35637,13137,11607,11233,9689,5872,7898,1
1169,500000,2,1,2,50,0,1,0,0,-1,0,306371,322015,252939,240151,309408,217978,37919,71036,14363,58276,8500,45769,0
1170,500000,2,3,1,46,0,-1,-1,-1,-1,0,342758,322179,309541,283742,346161,354457,49904,38378,40617,94170,42930,10163,0
1171,200000,2,3,1,31,-1,0,0,1,0,0,135840,143828,103399,116259,127692,121032,34017,13367,22214,22943,30569,16155,1
1172,200000,1,2,1,25,0,0,0,-1,0,-1,110434,106033,97928,96272,81502,113110,2786,5273,19124,22699,10523,19350,0
1173,80000,2,2,1,63,2,2,1,2,1,1,30667,39334,33753,36593,30595,27122,10671,9909,10623,11214,1612,5019,0
1174,50000,1,2,2,62,0,0,0,0,0,-1,13836,12149,17872,14344,13535,12405,326,4135,4242,3901,2583,655,0
1175,20000,1,1,2,62,-1,0,-1,-1,1,1,16863,11826,11850,11709,16058,16633,3294,2285,3322,3209,1139,5264,1
1176,80000,1,2,1,45,-1,-1,-1,-1,-1,-1,24940,23191,28955,22581,26668,27733,6002,5615,3478,4451,3228,3614,0
1177,80000,1,1,1,62,-1,-1,-1,-1,-1,-1,74362,77309,69606,74087,71052,69093,23919,19215,4430,14386,13189,12541,0
1178,50000,2,3,2,43,3,3,4,3,3,3,26081,25994,24595,32351,35647,27054,6065,1904,6525,7572,2080,6466,1
1179,50000,1,4,2,24,2,2,2,2,1,2,36033,28466,30469,28254,39034,38266,7819,2371,2153,7096,2230,9845,1
1180,20000,2,3,1,30,0,0,0,1,0,1,9488,11033,10340,12232,9078,12437,1130,978,3053,2449,810,1800,0
1181,200000,2,2,2,33,-1,1,0,0,1,1,194551,221804,187067,199693,191687,188749,41829,72715,61955,16215,41269,11817,0
1182,500000,2,2,2,38,0,0,0,1,0,0,230543,230801,200803,193664,242672,199398,61647,5802,22764,19749,79585,17629,0
1183,200000,2,4,2,65,0,0,1,-1,1,0,80156,99402,73993,83215,101201,108503,15241,19739,20061,15204,10006,8079,0
1184,120000,2,1,1,36,1,-1,1,0,0,-1,108020,94854,99454,128929,126607,125409,29951,13703,16342,11260,32606,12611,0
1185,80000,2,1,2,49,-1,-1,0,-1,-1,-1,57674,58374,56815,48229,54651,50506,2478,13868,6742,7704,4508,11071,0
1186,80000,1,2,1,33,-1,-1,1,0,1,-1,40834,31318,42774,34074,40977,40009,5335,2905,6941,2335,9413,7873,0
1187,20000,2,2,1,51,0,0,0,0,0,0,7088,5407,5165,5978,4865,5778,2386,1823,1205,408,318,437,0
1188,200000,2,2,2,47,0,0,0,-1,0,0,62286,54885,59193,49334,56923,49346,7893,7096,20484,14714,17018,12084,0
1189,120000,1,1,2,28,-1,-1,-1,-1,-1,0,103428,87101,114391,109229,101679,104915,23293,28356,13614,21730,26947,4303,0
1190,20000,1,2,1,42,1,0,0,0,1,-1,6412,6664,5434,6991,6746,6677,1228,1429,1374,1940,1650,2137,0
1191,80000,1,2,2,25,0,1,0,0,1,0,4631,4223,3356,4416,4073,4016,1523,662,437,105,101,830,1
1192,50000,2,1,1,62,0,-1,0,1,-1,-1,3157,2763,2526,3270,3010,3516,232,724,260,373,891,755,1
1193,50000,1,1,2,54,-1,0,0,0,0,1,47354,39587,42816,53097,49025,48323,5625,8016,9783,1371,3420,5525,0
1194,200000,1,2,3,65,-1,0,0,0,0,0,132108,96678,131151,108194,138299,133340,40238,6354,35571,2284,27113,25179,0
1195,120000,2,3,2,62,1,0,1,1,1,1,72603,49396,69485,71088,57512,54744,17413,12471,17839,2172,15890,8795,1
1196,200000,2,2,2,31,2,3,3,2,2,2,183877,215511,188441,159046,206541,219696,36629,45523,62384,30553,47184,73322,1
1197,200000,1,2,2,54,-1,-1,-1,0,-1,-1,65356,80170,71360,68942,79735,67431,9824,16568,3955,3445,23145,3044,0
1198,500000,2,3,2,25,2,2,2,3,3,2,422000,345971,454100,484177,395380,349479,65719,91193,90102,137246,100395,59894,0
1199,300000,1,2,2,66,-1,0,0,-1,0,0,242894,185436,194520,262347,213954,230710,79796,43697,22560,49935,57661,64875,1
1200,200000,2,3,2,57,-1,0,0,0,0,0,95506,113369,86100,100897,102088,84218,23060,15969,24934,10187,12106,16819,1
1201,500000,2,2,1,52,0,0,0,1,1,0,433798,443769,329816,394525,441993,342244,141679,55516,13347,117077,64135,70680,0
1202,120000,1,2,2,67,0,0,0,-1,0,0,118248,136764,133210,98895,99144,127497,40301,14055,10392,18610,18389,40888,0
1203,500000,2,1,1,60,-1,-1,-1,-1,-1,-1,109008,102278,128593,125979,137868,109330,21857,21457,35333,17103,29425,15741,0
1204,300000,2,1,3,61,3,3,3,3,2,3,19122,18342,19086,14770,20174,20363,4230,2182,2615,3063,5008,421,1
1205,200000,2,4,1,25,0,0,-1,0,0,0,159467,141612,182063,154487,156802,143887,37729,8459,44604,37379,31884,46831,0
1206,500000,2,3,1,22,0,0,0,0,-1,0,240894,241656,185283,209046,173761,206186,71527,67250,64757,42730,44213,6373,0
1207,120000,2,4,2,66,-1,0,0,0,0,1,54586,65743,64988,78865,57370,65029,12963,5852,11161,25853,4001,18412,1
1208,300000,1,3,1,32,-1,-1,-1,0,-1,-1,87206,83420,87081,91856,66357,76754,5043,6207,17057,12566,9969,5070,0
1209,50000,2,1,1,41,-1,-1,-1,-1,-1,-1,39394,34676,49816,50794,35927,41168,13039,10408,17030,7887,11546,1104,0
1210,500000,2,3,2,23,0,0,0,1,0,-1,436788,409973,370888,413058,310332,352247,104002,103191,98771,125330,28425,48272,0
1211,200000,2,2,1,50,0,-1,0,0,-1,0,212205,171468,163206,176121,227662,179078,65162,46781,13861,40573,15346,54643,1
1212,300000,1,3,1,59,0,1,0,1,1,1,134779,170970,179132,123010,159884,121194,21586,23186,51127,41684,42495,3901,1
1213,120000,2,1,2,60,0,-1,-1,0,1,0,140650,103210,113086,114531,133182,123548,24846,23093,21512,32230,11208,13180,1
1214,500000,1,2,1,48,0,0,0,0,0,-1,267679,298790,248340,246027,274450,264885,66203,97890,69493,46564,46934,29689,0
1215,20000,2,3,1,52,0,1,2,2,1,1,12955,10958,10886,13634,13450,12186,3578,1241,2367,3128,3428,624,1
1216,20000,1,3,1,45,-1,-1,0,-1,-1,-1,16121,14757,11151,13137,15962,12252,739,630,1059,2023,2873,619,0
1217,120000,2,2,1,41,0,0,0,1,0,0,72164,68723,64382,71480,55932,71496,11143,5249,18591,4440,17758,22857,1
1218,300000,2,2,1,47,-1,-1,0,0,0,0,189458,167635,183526,166778,189293,157214,51921,53000,3793,25741,58640,39216,1
1219,300000,2,2,1,64,0,-1,0,0,-1,0,92456,69668,69355,73817,90000,90671,32122,7865,21711,8333,16737,11123,0
1220,120000,2,4,2,32,-1,-1,0,-1,-1,-1,43878,44173,40734,51985,55323,41775,1046,8044,11818,12672,18648,4120,0
1221,200000,1,2,2,43,-1,-1,-1,-1,0,-1,128478,132176,145495,149065,140663,171015,13796,25960,49489,35900,16357,5840,0
1222,120000,2,2,1,49,-1,-1,-1,-1,-1,-1,7916,10272,9501,8798,11144,9440,1372,3459,301,2897,1083,1306,0
1223,500000,2,2,1,47,0,0,0,0,0,0,336887,293557,330757,384317,359502,363646,31522,35076,54382,17763,86704,43410,1
1224,200000,1,2,2,22,-1,-1,-1,-1,-1,0,69986,54895,59649,68920,60716,61816,2021,10543,4522,12012,12690,19944,0
1225,80000,1,2,2,34,0,0,-1,0,-1,0,22529,22357,27942,20562,21997,28723,4461,7515,4007,3116,2262,2664,1
1226,500000,1,2,1,51,0,-1,-1,-1,-1,-1,366942,323891,424439,350959,348755,324687,85975,27998,58882,68105,49688,49903,0
1227,20000,2,3,2,53,0,-1,-1,-1,-1,0,4107,4365,4723,5852,4527,5474,646,948,1025,347,438,1341,0
1228,500000,2,3,1,55,0,-1,0,0,-1,1,456397,526719,523097,428809,393560,391720,64835,21590,85971,78116,38648,49352,0
1229,50000,2,4,2,67,-1,-1,-1,-1,0,-1,54810,40365,57154,48160,41996,51035,18923,4310,19354,11404,5933,14187,1
1230,80000,1,2,2,52,3,3,3,3,3,4,32637,45353,31436,35298,44189,42520,5795,1942,3510,4361,14361,11040,0
1231,300000,2,2,2,48,0,0,1,0,0,-1,140123,142324,150096,130940,148777,127531,39705,18352,23743,30724,43966,4043,1
1232,300000,1,3,1,36,0,0,0,0,0,1,39733,34551,35934,42778,41310,38007,4560,3044,9027,4605,7811,11494,0
1233,500000,2,3,1,38,-1,-1,0,-1,-1,-1,407295,453304,405390,366243,404909,438895,119729,128501,45103,51959,71937,61483,0
1234,300000,1,2,1,59,0,0,-1,0,0,0,69394,62952,61070,68114,70576,60117,20250,10885,15808,21755,2144,3103,0
1235,200000,2,2,1,43,0,0,1,0,0,1,222610,193653,168992,213850,188293,167121,24117,29754,42902,6045,32491,41856,1
1236,80000,2,3,1,54,1,1,2,1,1,0,64927,73808,88782,72098,78580,76481,15350,18338,22642,7933,17747,20386,1
1237,20000,1,2,2,26,0,1,1,-1,0,1,3462,3442,3531,3583,3198,3529,848,1144,857,1178,885,153,0
1238,20000,2,3,1,27,0,-1,0,0,0,0,12548,12001,11755,16760,12643,12738,2083,1434,3406,1148,1738,1742,0
1239,80000,2,1,2,31,0,0,0,0,0,-1,37935,39773,40370,46533,41169,41461,10445,1671,14061,7033,13313,13081,0
1240,20000,1,2,1,30,1,1,1,0,1,2,11848,9558,13356,11769,11061,9703,1436,537,511,1998,3288,2337,1
1241,120000,1,2,1,49,-1,0,0,-1,0,0,28197,25420,29849,22370,30925,30464,5070,7699,5493,5265,1457,5976,0
1242,300000,2,1,2,50,0,-1,0,0,0,1,252256,232368,233224,188232,192908,231188,87469,69508,67242,41765,61339,43083,0
1243,500000,1,3,2,47,-1,0,1,1,0,1,110441,87994,89757,92538,84777,100762,8720,15563,1796,20990,7929,22245,0
1244,120000,1,2,1,34,1,1,1,0,1,0,119430,95553,100932,111858,101101,120897,8212,6566,20176,36950,32826,28470,1
1245,500000,2,1,2,48,0,0,0,0,1,0,249874,270466,206735,229411,213003,268920,16722,52400,49147,34324,48591,11487,0
1246,500000,2,3,1,26,3,3,4,4,3,3,277254,295412,369565,353469,391826,274669,96865,71069,30775,64203,61098,35780,1
1247,500000,1,3,1,43,2,1,2,3,2,2,376379,390181,517374,519069,476393,429563,27389,50582,78780,175503,78142,83247,1
1248,120000,1,3,2,28,0,-1,-1,-1,-1,-1,91559,84354,105334,78915,85404,88982,7579,3984,29548,4915,17569,23225,0
1249,80000,2,2,1,24,1,0,1,2,2,1,49037,53003,37261,52464,47722,42265,12223,6691,1565,17465,14243,11205,1
1250,500000,2,3,2,28,0,1,0,-1,1,0,181922,232380,255752,177756,211618,199902,49234,57604,16497,59180,62677,43942,0
1251,50000,2,2,1,26,0,0,1,0,0,-1,23736,25164,28985,22130,21582,22983,4603,8627,8404,7405,3386,4908,0
1252,80000,2,2,2,43,0,1,-1,-1,0,0,26901,33867,31888,33562,28551,25540,9261,2801,9153,1413,8570,3610,0
1253,20000,2,1,2,46,1,2,1,1,1,1,19601,20312,22003,16674,17457,16183,643,6536,4726,3511,3067,4781,1
1254,300000,2,2,1,49,1,0,0,0,1,-1,82364,96858,84016,76495,90878,77879,18521,16532,13219,22688,14339,25109,0
1255,200000,1,3,1,41,-1,0,0,0,1,-1,77094,93052,81014,104206,98635,72493,16971,22226,4444,12871,9890,21696,1
1256,20000,2,2,1,29,-1,-1,-1,-1,-1,-1,12712,18166,13663,18471,14349,15920,1601,5541,3931,3969,4207,4899,0
1257,50000,2,2,2,21,0,1,1,0,0,0,18313,20699,16026,22188,20678,16985,5801,4221,1599,2321,4644,5433,0
1258,120000,1,3,2,54,1,2,2,2,3,1,108349,97528,87931,93606,116630,89032,21935,3928,28256,5875,18925,7717,1
1259,120000,1,2,2,67,0,0,0,-1,-1,1,39046,27208,35878,30060,31592,37819,3955,2930,9903,9055,7537,7169,1
1260,300000,2,2,1,34,-1,0,-1,0,-1,-1,19758,18674,20726,19826,22065,22952,971,5321,968,6816,6710,4507,0
1261,50000,1,4,1,30,2,3,2,2,2,1,32605,32607,26658,28411,30613,37616,1804,6601,6123,1222,2610,6778,1
1262,500000,1,3,2,35,0,2,1,0,1,2,273559,316757,225137,316616,252925,317996,86477,40733,72900,19008,37813,95399,0
1263,120000,1,4,1,31,0,-1,-1,0,0,1,119764,124747,120490,97920,110586,117246,12288,26507,37367,20978,16090,14921,0
1264,300000,2,4,2,31,-1,-1,-1,-1,-1,-1,126026,150211,159046,148657,124232,151323,40241,16317,35372,7207,5601,11081,0
1265,50000,1,3,1,44,0,0,1,0,0,1,7316,9283,8392,7148,8672,7526,436,923,644,1631,1129,831,0
1266,20000,2,3,1,57,-1,-1,-1,-1,-1,-1,8439,8388,8024,7349,7951,7795,2908,2460,1961,1891,2157,524,0
1267,20000,1,2,2,54,0,0,0,0,-1,0,9973,9239,10043,6994,8087,8611,2942,1404,2408,1096,837,1322,0
1268,80000,1,1,2,66,1,0,0,0,0,-1,47205,43722,52433,39916,57025,51816,2754,4827,11235,10759,16400,3033,0
1269,500000,2,2,2,37,2,2,1,2,2,2,158941,153946,167713,137363,136609,129632,7692,23865,18061,7898,45795,6339,0
1270,20000,1,3,1,44,-1,0,0,0,0,1,9307,11029,12000,13420,11236,13467,2653,3571,3805,1602,1055,2273,0
1271,80000,2,2,2,38,1,2,2,2,2,3,60122,63592,87447,77496,76405,70996,2751,5065,16252,22204,11857,15503,1
1272,20000,1,3,2,22,3,3,2,2,2,3,7502,8028,8308,9578,9188,10028,799,651,980,470,581,2211,1
1273,500000,1,1,2,39,-1,-1,-1,0,-1,-1,367477,306615,373413,308292,395412,401271,104515,41927,38918,35169,98223,20245,0
1274,200000,1,2,2,33,0,0,0,0,0,0,47050,45918,51018,57536,49101,60699,15032,1834,5751,12944,8795,20675,1
1275,300000,2,2,2,43,0,0,0,0,1,0,213646,216860,210807,262264,232540,226092,58394,9698,36292,26656,49827,13605,0
1276,200000,1,2,2,28,0,0,0,2,0,0,48731,70765,66469,59731,62983,58283,15285,1671,6393,10673,17444,13868,0
1277,200000,2,1,1,55,0,0,-1,0,0,-1,97392,112814,136221,129153,125001,127518,19942,7698,25983,38264,34517,39945,1
1278,300000,1,1,1,60,0,0,0,1,0,1,96043,112898,114339,114480,111298,101339,26630,26116,9532,12477,21176,31615,1
1279,20000,2,3,2,66,1,-1,0,0,1,0,2208,1793,2539,2572,2428,2094,294,152,277,421,755,395,0
1280,500000,2,2,1,24,1,2,2,1,0,0,181269,209576,192926,210615,141334,186492,50595,30319,11477,5480,46292,20804,0
1281,300000,1,1,1,26,0,0,-1,0,0,1,73097,82223,75170,74001,82206,86528,17858,20789,10368,18778,18754,25369,0
1282,300000,2,1,2,66,-1,0,-1,-1,-1,-1,266502,314953,318418,220256,294491,250242,55883,9606,49026,30212,9622,55592,1
1283,80000,1,2,1,60,0,-1,-1,0,-1,-1,26424,24243,21206,21395,24817,20427,9181,2157,3249,6500,6851,5740,0
